Category,Item Name,Margin %,Cost,Active Price
SHOES,JHT - 18,6.67,420,450
SHOES,JHT - 81,6.67,420,450
SHOES,JXC - 7,6.25,450,480
SHOES,P - 6,11.54,230,260
SHOES,JXC - 6,6.25,450,480
SHOES,B - 1,8.57,320,350
SHOES,B - 2,8.57,320,350
SHOES,KS 22141,13.04,200,230
SHOES,KS 22066,13.04,200,230
SHOES,KS 22076,12,220,250
SHOES,KQ 34021,13.33,260,300
SHOES,KS 22044,10.71,250,280
SHOES,KLG 3051,11.11,400,450
SHOES,APU 28005,12,220,250
SHOES,KLG 3063,11.11,400,450
SHOES,YS 6044,12,220,250
SHOES,KLG 3065,9.09,500,550
SHOES,G - 1,13.33,260,300
SHOES,P - 9,11.54,230,260
SHOES,G - 2,13.33,260,300
SHOES,SY - 623,6.67,280,300
SHOES,SY - 681,6.67,280,300
SHOES,YS 0397,10,180,200
SHOES,YS 0374,10,180,200
SHOES,Samba 40 - 45,16.67,750,900
SHOES,G - 4,13.33,260,300
SHOES,KS - 22045,100,0,300
SHOES,P - 14,11.54,230,260
SHOES,P - 7,11.54,230,260
SHOES,P - 19,11.54,230,260
SHOES,P - 2,11.54,230,260
SHOES,P - 13,11.54,230,260
SHOES,SY - 642,6.67,280,300
SHOES,SY - 639,6.67,280,300
SHOES,SY - 619,6.67,280,300
SHOES,ST - 72,11.43,310,350
SHOES,SY - 635,6.67,280,300
SHOES,KY - J203,13.33,260,300
SHOES,KY - J212,13.33,260,300
SHOES,KY - J215,13.33,260,300
SHOES,KY - C206,13.33,260,300
SHOES,KY - L210,13.33,260,300
SHOES,KY - J214,13.33,260,300
SHOES,KY - L219,13.33,260,300
SHOES,KY - C132,13.33,260,300
SHOES,KY - C217,13.33,260,300
SHOES,KS - T12-2,11.67,265,300
SHOES,L2026 - 10457,17.39,190,230
SHOES,L2024 - 10586,17.39,190,230
SHOES,L2026 - 10137,17.39,190,230
SHOES,1111 - 2,25,300,400
SHOES,5587 - 20,10.71,250,280
SHOES,B8546 - 0777,10,270,300
SHOES,G8286 - 0797,10,270,300
SHOES,B8391 - 0690,16,210,250
SHOES,L6130 - 10083,17.39,190,230
SHOES,B305 - 0719,17.39,190,230
SHOES,KQ 34205,6.67,420,450
SHOES,YQ 0223,13.33,260,300
SHOES,YQ 0235,6.67,420,450
SHOES,KY - L241,13.33,260,300
SHOES,U - 247-1,10,270,300
SHOES,KQ 34147,13.33,260,300
SHOES,KQ 34110,13.33,260,300
SHOES,KQ 34165,13.33,260,300
SHOES,YQ 0216,13.33,260,300
SHOES,KQ 34226,13.33,260,300
SHOES,D - 247-2,10,270,300
SHOES,U - 3189-3,10,270,300
SHOES,KS - T06-3,10,270,300
SHOES,KL - 71,6.67,280,300
SHOES,D - 417,6.67,280,300
SHOES,KY - C218,13.33,260,300
SHOES,KY - J229,13.33,260,300
SHOES,KY - N133,13.33,260,300
SHOES,D - 277-2,10,270,300
SHOES,UG - B15,6.67,280,300
SHOES,YS 5115,-30,260,200
SHOES,B305 - 0900,3.33,290,300
SHOES,KS 22134,100,0,200
SHOES,J4 SNEAKER 37 - 42,100,0,"1,000.00"
SHOES,8388 - 1,30,210,300
SHOES,KY - J352,100,0,270
SHOES,KIDS HEELS,100,0,450
SHOES,030 - 08,20,400,500
SHOES,COMFY HEELS,20,600,750
SHOES,KS 22104,0,200,200
SHOES,KS - 22035,10,180,200
SHOES,8969 - 1,20,400,500
SHOES,L2138 - 10761,16.67,150,180
SHOES,L9094 - 0567,16.67,150,180
SHOES,L9098 - 10870,16.67,150,180
SHOES,L2025 - 10051,16.67,150,180
SHOES,L2026 - 0951,16.67,150,180
SHOES,MEN SLIDES - 1000,10,900,"1,000.00"
SHOES,L9098 - 10860,16.67,150,180
SHOES,L2068 - 11210,16.67,150,180
SHOES,L9098 - 10866,16.67,150,180
SHOES,033 - 01 (25-30),0,350,350
SHOES,Y - 01A,10,270,300
SHOES,KS 22072,100,0,200
SHOES,KQ -34078,16.67,250,300
SHOES,9129 - 29002,16,210,250
SHOES,017 - 131 (19-24),14.29,240,280
SHOES,017 - 131 (25-30),13.33,260,300
SHOES,1903 - 96,10.71,250,280
SHOES,027 - 16,14.29,300,350
SHOES,033 - 01,14.29,300,350
SHOES,J4 40 - 45,100,0,"1,100.00"
SHOES,KW 5043,100,0,700
SHOES,KW 5044,100,0,700
SHOES,10763 - 9,25,150,200
SHOES,743 - 1021,15.38,550,650
SHOES,ASSORTED MOYO,11.76,150,170
SHOES,YS - 0429,10,180,200
SHOES,6998 - 1007,100,0,350
SHOES,XT 22-1,100,0,700
SHOES,NAKED WOLF,100,0,350
SHOES,YS 0379,10,180,200
SHOES,YS 5144,10,180,200
SHOES,YS 0409,10,180,200
SHOES,YQ 0463,13.33,260,300
SHOES,YQ 0324,6.67,420,450
SHOES,YS 5021,10,180,200
SHOES,YQ 0196,13.33,260,300
SHOES,YQ 0367,13.33,260,300
SHOES,YQ 0444,12.5,280,320
SHOES,YQ 0588,13.33,260,300
SHOES,YQ 0189,13.33,260,300
SHOES,YS 0414,10,180,200
SHOES,YQ 0335,13.33,260,300
SHOES,YQ 0565,13.33,260,300
SHOES,YQ 0398,13.33,260,300
SHOES,YS 5114,10,180,200
SHOES,YS 5047,10,180,200
SHOES,YS 0338,9,182,200
SHOES,YS 0382,10,180,200
SHOES,YS 5167,10,180,200
SHOES,1903 - 105,10.71,250,280
SHOES,A012 - 02,12.5,280,320
SHOES,GRUPY men rubbers,25.51,208.57,280
SHOES,011 - 30,20,280,350
SHOES,021 - 113,10.53,340,380
SHOES,L2026 - 10253,11.99,158.42,180
SHOES,L2066 - 11169,16.67,150,180
SHOES,L2138 - 0459,16.67,150,180
SHOES,C001 - 8,8.57,320,350
SHOES,A012 - 06,14.31,274.19,320
SHOES,YS 0483,15,170,200
SHOES,YQ 0449,10.53,340,380
SHOES,YQ 0412,13.33,260,300
SHOES,YS 0416,10,180,200
SHOES,YQ 0030,13.33,260,300
SHOES,YQ 0377,13.33,260,300
SHOES,027 - 18,14.29,300,350
SHOES,YQ 0434,11.11,320,360
SHOES,YQ 0529,11.11,320,360
SHOES,YQ 0486,13.33,260,300
SHOES,YQ - 0564,100,0,290
SHOES,D - 18,14.29,240,280
SHOES,L -2138 -10728,100,0,180
SHOES,D - 09,14.29,240,280
SHOES,A002 - 216,10,180,200
SHOES,D - 01,14.29,240,280
SHOES,H - 8,100,0,250
SHOES,V - 16,16,210,250
SHOES,L -2066 -11149,100,0,180
SHOES,L -2138 -10879,100,0,180
SHOES,L -2028 -10909,100,0,180
SHOES,L 2068 - 10890,16.67,150,180
SHOES,L 2066 - 11289,16.67,150,180
SHOES,L 2136 - 10906,16.67,150,180
SHOES,18691 - 62S,100,0,280
SHOES,L 9098 - 0816,16.67,150,180
SHOES,L 2136 - 11120,100,0,180
SHOES,A002 - 219,10,180,200
SHOES,L 9098 - 10770,11.11,160,180
SHOES,L 9098 - 10869,100,0,180
SHOES,UGS - 081,14.81,230,270
SHOES,U - 261 - 1,13.33,260,300
SHOES,U - 261 - 2,13.33,260,300
SHOES,011 - 263,15.15,280,330
SHOES,012 - 108,15.15,280,330
SHOES,C003 - 26,14.29,300,350
SHOES,U - 3207 - 1,13.33,260,300
SHOES,PU - 027 -06,14.29,300,350
SHOES,U - 247 - 1,13.33,260,300
SHOES,U - 255 - 3,13.33,260,300
SHOES,U - 261 - 3,13.33,260,300
SHOES,V - 12,100,0,250
SHOES,D - 255 - 3,13.33,260,300
SHOES,V - 4,100,0,250
SHOES,V - 17,100,0,250
SHOES,V - 13,16,210,250
SHOES,BL - 040,100,0,500
SHOES,012 - 128,14.29,300,350
SHOES,BL - 001,14,430,500
SHOES,L - 2026 -10620,100,0,180
SHOES,1901 - 80,15.15,280,330
SHOES,L9098 - 10270,11.11,160,180
SHOES,L2138 - 10928,14.99,153.01,180
SHOES,A012 - 09,100,0,250
SHOES,A012 - -09,100,0,250
SHOES,8993 - 603,14.81,230,270
SHOES,BF - 017,9.09,500,550
SHOES,1905 - 13,26.67,110,150
SHOES,2026 - 85L,15.56,380,450
SHOES,743 - 1029,8.33,550,600
SHOES,L2026 - 10817,13.89,155,180
SHOES,L 2138 -0664,100,0,180
SHOES,2026 - 85M,15.56,380,450
SHOES,L 2138 - 10928,100,0,180
SHOES,021 - 131,14.29,300,350
SHOES,A012 - 10,15.63,270,320
SHOES,KID OPEN 25-30,100,0,330
SHOES,L2138 - 0664,15.03,152.94,180
SHOES,1915 - 05,11.11,400,450
SHOES,L2068 - 11207,11.11,160,180
SHOES,KQ -34229,100,0,290
SHOES,L2068 - 11223,16.67,150,180
SHOES,L2026 - 10815,16.67,150,180
SHOES,CX - 002,100,0,350
SHOES,V - 10,16,210,250
SHOES,027 - 21,100,0,330
SHOES,18691 - 62M,100,0,280
SHOES,L 9098 - -10879,100,0,180
SHOES,L2066 - 11529,16.67,150,180
SHOES,8993 - 602,17.86,230,280
SHOES,L 2066 - 11529,100,0,180
SHOES,A007 - 159,10,180,200
SHOES,YQ - 0438,100,0,290
SHOES,A007 - 161,10,180,200
SHOES,A002 - 203,10,180,200
SHOES,A002 - 177,10,180,200
SHOES,ROA - 001,16,210,250
SHOES,V - 6,16,210,250
SHOES,L 2028 - 10969,11.11,160,180
SHOES,L2028 - 10969,100,0,180
SHOES,L9089 - 0846,11.11,160,180
SHOES,1901 - 60,15.15,280,330
SHOES,021 - 136,15.15,280,330
SHOES,012 - 122,8.57,320,350
SHOES,012 - 113,15.15,280,330
SHOES,1918 - 57,12,220,250
SHOES,1930 - 01,12,220,250
SHOES,1903 - 97,12,220,250
SHOES,1903 - 45,12,220,250
SHOES,A005 - 145,10,180,200
SHOES,LALA Rubbers,14.29,240,280
SHOES,1901 - 25,10,270,300
SHOES,LXF - 08,9.09,500,550
SHOES,LXR - 13,9.09,500,550
SHOES,LXV - 10,13.33,520,600
SHOES,330 - 1B,8.89,410,450
SHOES,330 - 1C,10,450,500
SHOES,1916 - 60,12,220,250
SHOES,1930 - 15,12,220,250
SHOES,1916 - 55,12,220,250
SHOES,V - 26,16,210,250
SHOES,LXC - 126,5.45,520,550
SHOES,B2031 - 0857,100,0,300
SHOES,WSO 350,33.33,120,180
SHOES,A005 -176,10,180,200
SHOES,L 2068 - 11299,100,0,180
SHOES,BL - 014,100,0,500
SHOES,Q040 A3,22,195,250
SHOES,A 370,20,320,400
SHOES,KSA 1242,12,220,250
SHOES,KCA 5031,12.5,350,400
SHOES,KCA 5029,12.5,350,400
SHOES,MIKE 40 - 45,100,0,850
SHOES,L 2138 - 11172,100,0,180
SHOES,BL - 041,10,450,500
SHOES,1903 - 92,12,220,250
SHOES,UMOJA RUBBER,11.67,265,300
SHOES,L 2136 - 11128,100,0,180
SHOES,L 2068 - 10804,100,0,180
SHOES,ZARA,16.67,500,600
SHOES,SOMEKA,100,0,300
SHOES,6998 -1009,100,0,350
SHOES,011 - 206,14.29,300,350
SHOES,1918 - 15,35.71,180,280
SHOES,A18691 - 2L,17.86,230,280
SHOES,1930 - 03,10.71,250,280
SHOES,1926 - 03,10.71,250,280
SHOES,L2066 - 11149,16.67,150,180
SHOES,L2028 - 10909,16.67,150,180
SHOES,L2038 - 10819,16.67,150,180
SHOES,A003 - 128,10,180,200
SHOES,A002 - 207,10,180,200
SHOES,1928 - 03,10,270,300
SHOES,A012 - 03,15.63,270,320
SHOES,1926 - 01,10.71,250,280
SHOES,1903 - 82,10.71,250,280
SHOES,013 - 50,12.5,350,400
SHOES,1918 - 60,10.71,250,280
SHOES,1927 - 02,9.38,290,320
SHOES,1903 - 85,10.71,250,280
SHOES,A012 - 17,15.63,270,320
SHOES,021 - 195,15.15,280,330
SHOES,L 9098 - 0506,100,0,180
SHOES,L 2138 - 10925,100,0,180
SHOES,L 2136  - 10999,100,0,180
SHOES,L  9098 -11208,100,0,180
SHOES,L 2074- 11421,100,0,180
SHOES,330 - 1A,10,360,400
SHOES,BL - 072,18.18,450,550
SHOES,033 - 07,100,0,350
SHOES,L 2035 - 11386,100,0,180
SHOES,L 9098 - 11208,100,0,180
SHOES,BL -059,100,0,400
SHOES,027 - 06,14.29,300,350
SHOES,L9098 - 10879,16.67,150,180
SHOES,A18691 - 2M,17.86,230,280
SHOES,L2026 - 10620,16.67,150,180
SHOES,BL - 078,9.09,500,550
SHOES,H - 3,100,0,270
SHOES,BL - 048,10,450,500
SHOES,BL - 059,12.5,350,400
SHOES,BL - 063,12.5,350,400
SHOES,YQ - 0329,28.89,320,450
SHOES,BF - 011,100,0,550
SHOES,UKT - 11M,15.56,380,450
SHOES,UKT - 3M,15.56,380,450
SHOES,38096 - 51L,11.11,400,450
SHOES,L2030 - 11236,100,0,180
SHOES,LADIES SLIDE,100,0,300
SHOES,YS - 5157,12,220,250
SHOES,BL - 034,100,0,500
SHOES,BL - 032,10,450,500
SHOES,L2030 - 11286,8.33,165,180
SHOES,TX - 2,9.09,500,550
SHOES,L6130 - 10193,20,200,250
SHOES,L9098 - 10861,16.67,150,180
SHOES,L2028 - 10915,14.75,153.46,180
SHOES,L2025 - 18765,16.67,150,180
SHOES,37161 - 115,9.09,500,550
SHOES,UTJ - 2L,17.86,230,280
SHOES,UTJ - 2S,17.86,230,280
SHOES,UTJ - 2M,17.86,230,280
SHOES,BL 002,21.82,430,550
SHOES,BF 002 Gucci,20,200,250
SHOES,BL 013,21.82,430,550
SHOES,YS 5138,12,220,250
SHOES,YS 5153,10,180,200
SHOES,D - 429,11.11,240,270
SHOES,YH - 05,11.11,240,270
SHOES,BF 013,16.67,500,600
SHOES,BL 062,22.22,350,450
SHOES,BL 060,22.22,350,450
SHOES,YQ - 0111,100,0,290
SHOES,YQ 0376,13.33,260,300
SHOES,027 - 19,100,0,350
SHOES,KIDS RUBBERS 25 - 30,100,0,350
SHOES,KIDS RUBBERS,100,0,380
SHOES,YS 5216,13.04,200,230
SHOES,YS 5206,15,170,200
SHOES,YQ 0711,13.33,260,300
SHOES,YQ 0111,13.33,260,300
SHOES,YQ 0132,13.33,260,300
SHOES,L 2028-10970,100,0,180
SHOES,L 2030 - 11286,100,0,180
SHOES,Y00714,100,0,290
SHOES,038 - 9,100,0,250
SHOES,YS - 5199,100,0,250
SHOES,L 2026-10253,100,0,180
SHOES,L -2136-10902,100,0,180
SHOES,L9098 - 10868,16.67,150,180
SHOES,L2028 - 10970,13.64,155.45,180
SHOES,L2138 - 11234,14.9,153.17,180
SHOES,YQ - 0668,100,0,290
SHOES,YQ - 0403,100,0,290
SHOES,YQ - 0299,100,0,290
SHOES,YQ - 0152,100,0,300
SHOES,YQ - 0702,100,0,290
SHOES,YS - 5343,100,0,200
SHOES,YS - 5188,100,0,250
SHOES,YS - 5129,100,0,250
SHOES,6998 - 1008,9.09,300,330
SHOES,YS - 5123,100,0,250
SHOES,L2138 - 10831,16.67,150,180
SHOES,L2136 - 10902,16.67,150,180
SHOES,L2026 - 10755,16.67,150,180
SHOES,L2136 - 10896,16.67,150,180
SHOES,L2024 - 0772,11.11,160,180
SHOES,L2068 - 10764,16.67,150,180
SHOES,L2068 - 10897,16.67,150,180
SHOES,L2028 - 10746,16.67,150,180
SHOES,8388 - 7,16,210,250
SHOES,L2136 - 10944,16.67,150,180
SHOES,YS - 5138,100,0,250
SHOES,YQ- 00709,100,0,290
SHOES,YS - 0018,100,0,250
SHOES,YS - 0037,100,0,250
SHOES,BL - 003,9.09,500,550
SHOES,L2136 - 10945,16.67,150,180
SHOES,L9098 - 11190,16.67,150,180
SHOES,AHT - 8,16.67,500,600
SHOES,9098 - 10834,100,0,180
SHOES,AHT - 7,16.67,500,600
SHOES,XB - 07,10,180,200
SHOES,YS - 5322,100,0,200
SHOES,XB - 11,10,180,200
SHOES,YS - 5229,100,0,200
SHOES,YQ - 0346,100,0,290
SHOES,YS - 5345,100,0,200
SHOES,XB - 19,10,180,200
SHOES,D - 17,14.29,240,280
SHOES,XB - 08,15,170,200
SHOES,D - 13,14.29,240,280
SHOES,B - 31,10,180,200
SHOES,012 -106,100,0,380
SHOES,YQ - 0625,100,0,350
SHOES,37161 - 116M,9.09,500,550
SHOES,743 - 11,8.33,550,600
SHOES,8993 - 601,17.86,230,280
SHOES,KQ - 0146,100,0,290
SHOES,BL - 075,18.18,450,550
SHOES,KQ - 34153,100,0,290
SHOES,YQ 0404,8.57,320,350
SHOES,BL - 026,14.55,470,550
SHOES,C001 - 11,14.29,300,350
SHOES,A002 - 202,10,180,200
SHOES,033 - 02,100,0,350
SHOES,C003 - 5,14.29,300,350
SHOES,C003 - 8,14.29,300,350
SHOES,1901 - 81,15.15,280,330
SHOES,021 - 137,15.15,280,330
SHOES,A003 - 130,10,180,200
SHOES,A007 - 162,10,180,200
SHOES,A007 - 153,10,180,200
SHOES,XB - 03,13.04,200,230
SHOES,Assorted Rino,16,210,250
SHOES,XB - 13,12.5,280,320
SHOES,D - 408,14.29,240,280
SHOES,A - 039,14.29,240,280
SHOES,V - 1,16,210,250
SHOES,BL - 006,14.55,470,550
SHOES,V - 5,16,210,250
SHOES,V - 11,16,210,250
SHOES,V - 7,16,210,250
SHOES,SY - 622,100,0,270
SHOES,SY - 658,100,0,270
SHOES,021 - 130,14.29,300,350
SHOES,YQ - 0236,100,0,450
SHOES,YQ - 0241,100,0,290
SHOES,L2138 - 11416,16.67,150,180
SHOES,l9098 - 10862,16.67,150,180
SHOES,L2025 - 10575,16.67,150,180
SHOES,012 - 112,100,0,350
SHOES,YQ - 0333,100,0,290
SHOES,B - 8301,100,0,550
SHOES,AY - 59,100,0,270
SHOES,XB - 09,15,170,200
SHOES,YH - 03,11.11,240,270
SHOES,XB - 10,10,180,200
SHOES,SY - 620,100,0,270
SHOES,BL - 070,10,450,500
SHOES,SY - 608,100,0,270
SHOES,P - 10,100,0,270
SHOES,P - 11,100,0,270
SHOES,KS - 22074,100,0,300
SHOES,KL - 65,6.67,280,300
SHOES,BL - 8301,9.09,500,550
SHOES,37161 - 114,9.09,500,550
SHOES,TX - 1,16.67,500,600
SHOES,L9098 - 10660,16.67,150,180
SHOES,L2136 - 0474,16.67,150,180
SHOES,L2026 - 10825,16.67,150,180
SHOES,BL - 038,9.09,500,550
SHOES,L2138 - 10823,16.67,150,180
SHOES,032 - 02,14.29,300,350
SHOES,A002 - 201,21.74,180,230
SHOES,1901 - 82,15.15,280,330
SHOES,021 - 106,12.5,350,400
SHOES,027 - 20,20,280,350
SHOES,L2136 - 11119,16.67,150,180
SHOES,8016,100,0,350
SHOES,C001 - 12,14.06,300.8,350
SHOES,A013 - 56,17.86,230,280
SHOES,C001 - 10,14.29,300,350
SHOES,KS 21537,12,220,250
SHOES,L 005,14.29,300,350
SHOES,66 - 57,15.15,280,330
SHOES,KS 21526,10.71,250,280
SHOES,21524,10.71,250,280
SHOES,L - 009,14.29,300,350
SHOES,D - 258 -1,12.5,280,320
SHOES,KQ - 22840,12.12,290,330
SHOES,L - 006,14.29,300,350
SHOES,D - 258 - 3,12.5,280,320
SHOES,KQ - 22921,9.09,300,330
SHOES,KQA - 2464,10,270,300
SHOES,JC - 10,8,230,250
SHOES,KQ - 22893,12.12,290,330
SHOES,KQ 22607,100,0,330
SHOES,KQA 2394,9.09,300,330
SHOES,KS 21521,0,250,0
SHOES,WQ 2830,9.09,300,330
SHOES,KQ - 22598,10,270,300
SHOES,66 - 27,23.33,230,300
SHOES,BS - 354D,100,0,350
SHOES,SY - 522,100,0,330
SHOES,BS - 357C,100,0,350
SHOES,BTT - 875,10,450,500
SHOES,SY - 2,100,0,380
SHOES,KQ - 22685,6.06,310,330
SHOES,KQ - 22916,3.03,320,330
SHOES,KC - 25121,7.89,350,380
SHOES,KS - 21554,12,220,250
SHOES,SY - 96,9.09,300,330
SHOES,KQ - 22607,9.09,300,330
SHOES,D- 2232,12.12,290,330
SHOES,L - 0011,8.57,320,350
SHOES,D - 258 - 2,12.5,280,320
SHOES,KS - 074,9.09,300,330
SHOES,KS - 020,9.38,290,320
SHOES,8137 - 26,17.86,230,280
SHOES,KS - 018,9.38,290,320
SHOES,D - 2222,12.12,290,330
SHOES,8103 - 77,16,210,250
SHOES,SY - C119,100,0,320
SHOES,KQ - 22797,100,0,450
SHOES,SANDALS 250,100,0,250
SHOES,DOLL SHOES,6.06,310,330
SHOES,SANDALS,0,280,280
SHOES,KQ - 228883,9.38,290,320
SHOES,KQ - 22889,12.12,290,330
SHOES,KS 21469,12,220,250
SHOES,KQ - 22895,8.57,320,350
SHOES,KS - 21421,12,220,250
SHOES,BTT - 374,100,0,250
SHOES,ES - 03,6.67,280,300
SHOES,BTT - 370,100,0,250
SHOES,BTT -373,100,0,250
SHOES,BTT - 371,100,0,250
SHOES,KS - 21533,21.88,250,320
SHOES,MICHELE SANDAL,0,200,200
SHOES,KQ - 22867,9.38,290,320
SHOES,KQ - 22838,100,0,320
SHOES,22922,9.09,300,330
SHOES,KS - 21541,10.71,250,280
SHOES,KS - 21543,10.71,250,280
SHOES,KQ - 22883,100,0,320
SHOES,L - 008,8.57,320,350
SHOES,L - 0010,8.57,320,350
SHOES,KS - 21508,10.71,250,280
SHOES,KC - 25078,15.79,320,380
SHOES,KQ - 22961,10,270,300
SHOES,KS - 21502,10.71,250,280
SHOES,KS - 21548,10.71,250,280
SHOES,ASSORTED SANDALS,0,200,200
SHOES,BOXERS 16 - 19,18.75,"1,300.00","1,600.00"
SHOES,KQ - 22538,9.38,290,320
SHOES,KQ - 22866,9.38,290,320
SHOES,KQ - 22579,9.38,290,320
SHOES,L - 0013,8.57,320,350
SHOES,L - 007,8.57,320,350
SHOES,JB - 24,12,220,250
SHOES,JD-1,8,230,250
SHOES,J - 06,7.14,260,280
SHOES,WSP - 0018,12,220,250
SHOES,MT - 5,9.09,300,330
SHOES,KS - 21601,100,0,280
SHOES,MT - 4,9.09,300,330
SHOES,SS - 38,8,230,250
SHOES,SS - 23,8,230,250
SHOES,KS - 21587,100,0,280
SHOES,B - 800,12.12,290,330
SHOES,KS - 21650,100,0,250
SHOES,KS - 21507,100,0,280
SHOES,KS - 21560,100,0,250
SHOES,PB - 33,2.63,370,380
SHOES,SS - 13,0,250,250
SHOES,MT - 1,9.09,300,330
SHOES,PB - 32,7.89,350,380
SHOES,PB - 10,7.89,350,380
SHOES,SS - 39,8,230,250
SHOES,PB - 34,8.57,320,350
SHOES,SY - 590,7.89,350,380
SHOES,SS - 24,8,230,250
SHOES,SY - 588,7.89,350,380
SHOES,KS - 021,12.12,290,330
SHOES,B - 814,12.12,290,330
SHOES,KS - 065,12.12,290,330
SHOES,B - 22011,12.12,290,330
SHOES,D - 232,12.12,290,330
SHOES,KS - 032,12.12,290,330
SHOES,D - 203,9.09,300,330
SHOES,KS - 022,12.12,290,330
SHOES,B - 815,12.12,290,330
SHOES,B - 22030,15.15,280,330
SHOES,MK - 7 SNEAKERS,100,0,400
SHOES,L - 0023,12.12,290,330
SHOES,KS - 038,12.12,290,330
SHOES,K - 24,12,220,250
SHOES,KS - 044,12.12,290,330
SHOES,B - 22033,12.12,290,330
SHOES,D - 3164,12.12,290,330
SHOES,8137 - 64,16,210,250
SHOES,B - 802,12.12,290,330
SHOES,6071 - 101,100,0,280
SHOES,WSP - 0013,12,220,250
SHOES,KS - 21573,10.71,250,280
SHOES,KQ - 22954,9.09,300,330
SHOES,KS - 21550,10.71,250,280
SHOES,KQ - 22899,8.57,320,350
SHOES,KS - 21545,32.14,190,280
SHOES,KS - 21538,10.71,250,280
SHOES,KQ - 22906,6.06,310,330
SHOES,KC - 25085,7.89,350,380
SHOES,KQ - 22839,12.12,290,330
SHOES,KQ - 22901,9.09,300,330
SHOES,KQ - 22799,12.12,290,330
SHOES,BS - 357D,100,0,350
SHOES,KQ - 22924,8.57,320,350
SHOES,KS - 21552,0,250,250
SHOES,KQ - 22687,14.29,300,350
SHOES,KS - 21536,10.71,250,280
SHOES,KQ - 22887,12.12,290,330
SHOES,KQ - 22844,6.06,310,330
SHOES,KQ - 22964,6.06,310,330
SHOES,KQA - 2013,11.43,310,350
SHOES,KQ - 22729,7.5,370,400
SHOES,WQ -3137,6.06,310,330
SHOES,KC - 25056,14.29,300,350
SHOES,KC - 25111,7.89,350,380
SHOES,school fees 25 - 30,100,0,500
SHOES,SS - 35,-17.39,270,230
SHOES,WS - 3969,100,0,280
SHOES,KQ - 22950,9.09,300,330
SHOES,KS - 21501,100,0,280
SHOES,SX - 2,100,0,380
SHOES,KC - 25089,22.86,270,350
SHOES,KS 21558,10.71,250,280
SHOES,WSP - 0010,12,220,250
SHOES,KQ - 22613,12.5,350,400
SHOES,WS - P0027,10.71,250,280
SHOES,KQ - 22983,12.12,290,330
SHOES,KS - 21518,10.71,250,280
SHOES,WS - 4032,10.71,250,280
SHOES,WS - 3983,10.71,250,280
SHOES,KQ - 22662,45.45,300,550
SHOES,KC - 25082,7.89,350,380
SHOES,KQ - 22862,9.38,290,320
SHOES,KQ - 22826,9.38,290,320
SHOES,KQ - 22861,9.38,290,320
SHOES,KQ - 22886,6.06,310,330
SHOES,KQ - 22624,9.09,300,330
SHOES,KQ - 22752,6.06,310,330
SHOES,KQ - 22871,6.25,300,320
SHOES,KQ - 22581,9.09,300,330
SHOES,KIDS SPORTS - A,14,430,500
SHOES,KIDS SPORTS - B,16.36,460,550
SHOES,BS - 310D,17.86,230,280
SHOES,BTT - 882,12.5,350,400
SHOES,KS 21491,10.71,250,280
SHOES,K$K - 1,10,270,300
SHOES,KQ - 22825,9.38,290,320
SHOES,DQ - 14 KIDS,23.33,230,300
SHOES,BS - 310C,17.86,230,280
SHOES,DQ - 20 KIDS,23.33,230,300
SHOES,VV - 01,6.67,280,300
SHOES,VV - 06,6.67,280,300
SHOES,VV - 04,6.67,280,300
SHOES,VV - 02,6.67,280,300
SHOES,ES - 04,6.67,280,300
SHOES,DQ - 16 KIDS,23.33,230,300
SHOES,D - 265 - 3,9.38,290,320
SHOES,D - 365 - 2,100,0,320
SHOES,DB - 9208 MANYOYA,9.09,300,330
SHOES,K - 8,12,220,250
SHOES,KQ - 22712,6.25,300,320
SHOES,KQ - 22819,12.5,350,400
SHOES,KQ - 22869,9.38,290,320
SHOES,KQ - 22794,12.5,350,400
SHOES,DQ - 22 KIDS,23.33,230,300
SHOES,ES - 02,6.67,280,300
SHOES,ES - 05,6.67,280,300
SHOES,ES - 01,6.67,280,300
SHOES,WQ - 3218,9.09,300,330
SHOES,SY - 93,10,270,300
SHOES,SY - 504,6.06,310,330
SHOES,SY - 60,9.09,300,330
SHOES,SY - 310,6.06,310,330
SHOES,8248 - 19,13.16,330,380
SHOES,8281 - 88,16,210,250
SHOES,D - 219,9.09,300,330
SHOES,D - 231,9.09,300,330
SHOES,KS - 025,9.09,300,330
SHOES,8284 - 89,17.86,230,280
SHOES,KS - 059,9.09,300,330
SHOES,KS - 21456,10.71,250,280
SHOES,VV - 07,6.67,280,300
SHOES,SY - 69,9.09,300,330
SHOES,KC - 25122,7.89,350,380
SHOES,KC - 25120,7.89,350,380
SHOES,VV - 09,6.67,280,300
SHOES,8137 - 26B,17.86,230,280
SHOES,VV - 08,6.67,280,300
SHOES,VV - 03,6.67,280,300
SHOES,VV - 05,6.67,280,300
SHOES,KQ - 22688,6.06,310,330
SHOES,KQ - 22696,12.12,290,330
SHOES,KQ - 22907,9.09,300,330
SHOES,KS - 21415,12,220,250
SHOES,KQ - 22750,6.06,310,330
SHOES,KS - 21463,8,230,250
SHOES,ROSE SLIDES,24,190,250
SHOES,KS - 21460,10.71,250,280
SHOES,KQ - 22781,12.12,290,330
SHOES,KQ - 22780,12.12,290,330
SHOES,KQ - 22818,12.5,350,400
SHOES,KC - 25094,7.89,350,380
SHOES,KQ - 22757,6.25,300,320
